language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	meaning	noun_class	dialect	examples
Khwarshi	khva1239	47	56	АВЛАЛа́КА	ʔ-a-w-l-a-l-'a-kʰ-a	межд. слава Аллаху (Богу) (со знач. «как хорошо, что не так») (хварш.); дило ужагьа жу кад лихвайтокьо до авлалакан бувана голъе я радуюсь тому, что та девушка отказала моему сыну (слава Богу, что брак не состоялся!); авлалака, илул кумак батI­къкъа! Слава Богу, к нам подоспела помощь!		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022	слава Аллаху	межд. слава Аллаху (Богу) (со знач. «как хорошо, что не так») (хварш.);		хваршинский	дило ужагьа жу кад лихвайтокьо до авлалакан бувана голъе я радуюсь тому, что та девушка отказала моему сыну (слава Богу, что брак не состоялся!); авлалака, илул кумак батI­къкъа! Слава Богу, к нам подоспела помощь!
Khwarshi	khva1239	48	57	АВЛА́ХЪ	ʔ-a-w-l-'a-qχ	III (-и́, -ба, -за́) равнина, степь; гIатIидаб авлахъ просторная степь (равнина); нугъайес авлахъ ногайская степь	III (-и́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	равнина	равнина, степь;	III		гIатIидаб авлахъ просторная степь (равнина); нугъайес авлахъ ногайская степь
Khwarshi	khva1239	49	58	АвтА́а́т	ʔ-a-w-tʰ-'a-'a-tʰ	III (-и́, -ба, -за) в разн. знач. автомат; къалас автамат детский (игрушечный) автомат	III (-и́, -ба, -за)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	автомат	в разн. знач. автомат;	III		къалас автамат детский (игрушечный) автомат
Khwarshi	khva1239	50	59	АВТАСТА́НЦ/И	ʔ-a-w-tʰ-a-s-tʰ-'a-n-tsʰ-i	III (-и́, -и́бо, -иза́) автостанция; автастанцийас аᵸхъ здание автостанции	III (-и́, -и́бо, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	автостанция	автостанция;	III		автастанцийас аᵸхъ здание автостанции
Khwarshi	khva1239	51	60	АГАЧIУ́Б	ʔ-a-g-a-tʃʼ-'u-b	(мн. -тIа) 1) никудышный; недоделанный; некрасивый; агачIур гьимон некрасивые вещи 2) некрасивый (о человеке); илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть 3) ненужный, лишний; агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: ага­чIув, агачIуй, агачIур	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	никудышный	никудышный;			недоделанный; некрасивый; агачIур гьимон некрасивые вещи
Khwarshi	khva1239	51	61	АГАЧIУ́Б	ʔ-a-g-a-tʃʼ-'u-b	(мн. -тIа) 1) никудышный; недоделанный; некрасивый; агачIур гьимон некрасивые вещи 2) некрасивый (о человеке); илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть 3) ненужный, лишний; агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: ага­чIув, агачIуй, агачIур	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	некрасивый	некрасивый (о человеке);			илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть
Khwarshi	khva1239	51	62	АГАЧIУ́Б	ʔ-a-g-a-tʃʼ-'u-b	(мн. -тIа) 1) никудышный; недоделанный; некрасивый; агачIур гьимон некрасивые вещи 2) некрасивый (о человеке); илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть 3) ненужный, лишний; агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: ага­чIув, агачIуй, агачIур	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	ненужный	ненужный, лишний;			агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: ага­чIув, агачIуй, агачIур
Khwarshi	khva1239	52	63	А́ГД/А	ʔ-'a-g-d-a	III (-а́) бот. рапс (хварш.); агда мижа сеять рапс	III (-а́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	рапс	бот. рапс (хварш.);	III	хваршинский	агда мижа сеять рапс
Khwarshi	khva1239	53	64	АГЪА́З	ʔ-a-ʁ-'a-z	III (-и́) забота; хлопоты; беспокойство; внимание; агъаз гобусо беззаботный;  агъаз гобусо къаIм беззаботное племя; агъаз гобусо гьадам беспечные люди; агъаз бийа заботиться, беспокоиться, уделять внимание	III (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	забота	забота;	III		хлопоты; беспокойство; внимание; агъаз гобусо беззаботный;  агъаз гобусо къаIм беззаботное племя; агъаз гобусо гьадам беспечные люди; агъаз бийа заботиться, беспокоиться, уделять внимание
Khwarshi	khva1239	54	65	АГЪАЗЫ́ТТУ	ʔ-a-ʁ-a-z-'ɨ-tʰ-tʰ-u	не имеющий забот (хлопот); беззаботный; агъазытту гьа­дам люди, не имеющие забот (хлопот); беззаботные люди		Jacob Lvovski		Dzhidalaev, Magomedova, Khalilov 2022	беззаботный	не имеющий забот (хлопот);			беззаботный; агъазытту гьа­дам люди, не имеющие забот (хлопот); беззаботные люди
Khwarshi	khva1239	55	66	АГЪВАРА́ГЪ/У	ʔ-a-ʁ-w-a-r-'a-ʁ-u	IV (-а́, -убо, -аза́) шумовка (хварш.); хикIоба агъварагъаз легъва извлекать (вытаскивать) хинкал шумовкой; см. инх. квара́хе	IV (-а́, -убо, -аза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	шумовка	шумовка (хварш.);	IV	инхокваринский,хваршинский	хикIоба агъварагъаз легъва извлекать (вытаскивать) хинкал шумовкой; см. инх. квара́хе
Khwarshi	khva1239	56	67	АГЪУ́Д/А	ʔ-a-ʁ-'u-d-a	IV (-а́, -ба, -за́) пот (хварш.); агъуда лагьа потеть; см. инх. огъгъодо	IV (-а́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	пот	пот (хварш.);	IV	инхокваринский,хваршинский	агъуда лагьа потеть; см. инх. огъгъодо
Khwarshi	khva1239	57	68	АГЬИ́!	ʔ-a-h-'i!	межд. Доброе утро! Здравствуй(-те)! (приветствие при обращении к мужчине) (букв. встали?); ср.: йагьи, багьи, лагьи; см. агь-йулIи		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022	доброе утро	! (приветствие при обращении к мужчине) (букв. встали?);			ср.: йагьи, багьи, лагьи; см. агь-йулIи
Khwarshi	khva1239	58	69	А́ГЬ/И	ʔ-'a-h-i	III (-и́, -и́ба, -иза́) зоол. веретеница, медяница (хварш.); ср. инх. гIа­ну бекол	III (-и́, -и́ба, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	веретеница	зоол. веретеница, медяница (хварш.);	III	инхокваринский,хваршинский	ср. инх. гIа­ну бекол
Khwarshi	khva1239	59	70	АГЬ-У́ЛIИ!	ʔ-a-h-'u-tɬ-i!	межд. Доброе утро! Здравствуй(-те)! (приветствие при обращении мужчине); ср.: йагь-йулIи, багь-булIи, лагь-лулIи; см. агьи		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022	доброе утро	! (приветствие при обращении мужчине);			ср.: йагь-йулIи, багь-булIи, лагь-лулIи; см. агьи
