language	glottocode	id_word	id_meaning	lemma	ipa	definition	morphology	annotator	pos	reference	meaning_ru	examples	meaning	noun_class	dialect
Khwarshi	khva1239	47	56	АВЛАЛА́КА	ʔ-a-w-l-a-l-'a-kʰ-a	межд. слава Аллаху (Богу) (со знач. «как хорошо, что не так») (хварш.); дило ужагьа жу кад лихвайтокьо до авлалакан бувана голъе я радуюсь то́у, что та девушка отказала мое́у сыну (слава Богу, что брак не состоялся!); авлалака, илул ку́ак батIкъкъа! Слава Богу, к на́ подоспела по́ощь!		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022	слава Аллаху	дило ужагьа жу кад лихвайтокьо до авлалакан бувана голъе я радуюсь то́у, что та девушка отказала мое́у сыну (слава Богу, что брак не состоялся!); авлалака, илул ку́ак батIкъкъа! Слава Богу, к на́ подоспела по́ощь!	межд. слава Аллаху (Богу) (со знач. «как хорошо, что не так») (хварш.);		хваршинский
Khwarshi	khva1239	48	57	АВЛА́ХЪ	ʔ-a-w-l-'a-qχ	III (-и́, -ба, -за́) равнина, степь; гIатIидаб авлахъ просторная степь (равнина); нугъайес авлахъ ногайская степь	III (-и́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	равнина	гIатIидаб авлахъ просторная степь (равнина); нугъайес авлахъ ногайская степь	равнина, степь;	III	
Khwarshi	khva1239	49	58	АВТАМА́Т	ʔ-a-w-tʰ-a-m-'a-tʰ	III (-и́, -ба, -за) в разн. знач. авто́ат; къалас авта́ат детский (игрушечный) авто́ат	III (-и́, -ба, -за)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	автомат	къалас авта́ат детский (игрушечный) авто́ат	в разн. знач. авто́ат;	III	
Khwarshi	khva1239	50	59	АВТАСТА́НЦ/И	ʔ-a-w-tʰ-a-s-tʰ-'a-n-tsʰ-i	III (-и́, -и́бо, -иза́) автостанция; автастанцийас анхъ здание автостанции	III (-и́, -и́бо, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	автостанция	автастанцийас анхъ здание автостанции	автостанция;	III	
Khwarshi	khva1239	51	60	АГАЧIУ́Б	ʔ-a-g-a-tʃʼ-'u-b	(мн. -тIа) 1) никудышный; недоделанный; некрасивый; агачIур гьи́он некрасивые вещи 2) некрасивый (о человеке); илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть 3) ненужный, лишний; агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: агачIув, агачIуй, агачIур	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	никудышный	агачIур гьи́он некрасивые вещи	никудышный; недоделанный; некрасивый;		
Khwarshi	khva1239	51	61	АГАЧIУ́Б	ʔ-a-g-a-tʃʼ-'u-b	(мн. -тIа) 1) никудышный; недоделанный; некрасивый; агачIур гьи́он некрасивые вещи 2) некрасивый (о человеке); илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть 3) ненужный, лишний; агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: агачIув, агачIуй, агачIур	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	некрасивый	илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть	некрасивый (о человеке);		
Khwarshi	khva1239	51	62	АГАЧIУ́Б	ʔ-a-g-a-tʃʼ-'u-b	(мн. -тIа) 1) никудышный; недоделанный; некрасивый; агачIур гьи́он некрасивые вещи 2) некрасивый (о человеке); илъелъ агачIув ужен голи с ней один некрасивый парень тоже есть 3) ненужный, лишний; агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: агачIув, агачIуй, агачIур	(мн. -тIа)	Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	ненужный	агачIур шог старая (вышедшая из строя) ненужная кастрюля; гьос агачIуй ишкап йотIтIокIа привезти один ненужный шкаф; ср.: агачIув, агачIуй, агачIур	ненужный, лишний;		хваршинский
Khwarshi	khva1239	52	63	А́ГД/А	ʔ-'a-g-d-a	III (-а́) бот. рапс (хварш.); агда мижа сеять рапс	III (-а́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	рапс	агда мижа сеять рапс	бот. рапс (хварш.);	III	хваршинский
Khwarshi	khva1239	53	64	АГЪА́З	ʔ-a-ʁ-'a-z	III (-и́) забота; хлопоты; беспокойство; вни́ание; агъаз гобусо беззаботный;  агъаз гобусо къаIм беззаботное пле́я; агъаз гобусо гьада́ беспечные люди; агъаз бийа заботиться, беспокоиться, уделять вни́ание	III (-и́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	забота	агъаз гобусо беззаботный;  агъаз гобусо къаIм беззаботное пле́я; агъаз гобусо гьада́ беспечные люди; агъаз бийа заботиться, беспокоиться, уделять вни́ание	забота; хлопоты; беспокойство; вни́ание;	III	
Khwarshi	khva1239	54	65	АГЪАЗЫ́ТТУ	ʔ-a-ʁ-a-z-'ɨ-tʰ-tʰ-u	не и́еющий забот (хлопот); беззаботный; агъазытту гьада́ люди, не и́еющие забот (хлопот); беззаботные люди		Jacob Lvovski	adjective	Dzhidalaev, Magomedova, Khalilov 2022	беззаботный	агъазытту гьада́ люди, не и́еющие забот (хлопот); беззаботные люди	не и́еющий забот (хлопот); беззаботный;		
Khwarshi	khva1239	55	66	АГЪВАРА́ГЪ/У	ʔ-a-ʁ-w-a-r-'a-ʁ-u	IV (-а́, -убо, -аза́) шу́овка (хварш.); хикIоба агъварагъаз легъва извлекать (вытаскивать) хинкал шу́овкой; см. инх. квара́хе	IV (-а́, -убо, -аза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	шумовка	хикIоба агъварагъаз легъва извлекать (вытаскивать) хинкал шу́овкой; см. инх. квара́хе	шу́овка (хварш.);	IV	инхокваринский,хваршинский
Khwarshi	khva1239	56	67	АГЪУ́Д/А	ʔ-a-ʁ-'u-d-a	IV (-а́, -ба, -за́) пот (хварш.); агъуда лагьа потеть; см. инх. огъгъодо	IV (-а́, -ба, -за́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	пот	агъуда лагьа потеть; см. инх. огъгъодо	пот (хварш.);	IV	инхокваринский,хваршинский
Khwarshi	khva1239	57	68	АГЬИ́!	ʔ-a-h-'i!	межд. Доброе утро! Здравствуй(-те)! (приветствие при обращении к мужчине) (букв. встали?); ср.: йагьи, багьи, лагьи; см. агь-йулIи		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022	доброе утро	ср.: йагьи, багьи, лагьи; см. агь-йулIи	Доброе утро! Здравствуй(-те)! (приветствие при обращении к мужчине) (букв. встали?);		
Khwarshi	khva1239	58	69	А́ГЬ/И	ʔ-'a-h-i	III (-и́, -и́ба, -иза́) зоол. веретеница, медяница (хварш.); ср. инх. гIану бекол	III (-и́, -и́ба, -иза́)	Jacob Lvovski	noun	Dzhidalaev, Magomedova, Khalilov 2022	веретеница	ср. инх. гIану бекол	зоол. веретеница, медяница (хварш.);	III	инхокваринский,хваршинский
Khwarshi	khva1239	59	70	АГЬ-У́ЛIИ!	ʔ-a-h-'u-tɬ-i!	межд. Доброе утро! Здравствуй(-те)! (приветствие при обращении мужчине); ср.: йагь-йулIи, багь-булIи, лагь-лулIи; см. агьи		Jacob Lvovski	intj	Dzhidalaev, Magomedova, Khalilov 2022	доброе утро	ср.: йагь-йулIи, багь-булIи, лагь-лулIи; см. агьи	Доброе утро! Здравствуй(-те)! (приветствие при обращении мужчине);		
